#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -56.5938  -56.5932  -56.5357  -56.5357  -56.5352  -56.5352  -56.4797  -56.4792  -33.0266  -33.0229  -33.0143  -33.0116  -33.0094  -32.9924  -32.9541  -32.9541  -32.9514  -32.9514  -32.9462  -32.9462  -32.9347  -32.9347  -32.8931  -32.8822  -32.5439  -32.5439  -32.5434  -32.5434  -32.5075  -32.5069  -32.4966  -32.4960  -14.3886  -14.3691  -14.3461  -14.3461  -14.3189   -9.1611   -7.6847   -5.3377   -5.2360   -4.8274   -4.6480   -4.5111   -4.5111   -4.4728   -3.1839   -2.9091   -2.9091   -2.4804   -2.2498   -2.2498   -1.7793   -1.6756   -1.6542   -1.1396   -1.1161   -1.1161   -1.1093   -0.7979   -0.6441   -0.4555   -0.4555   -0.3008   -0.2750   -0.2176   -0.2176   -0.1128   -0.1128    0.6906    1.4532    1.4532    1.5253    1.7858    1.7858    1.8277    1.8277    1.8534    1.8534    2.1714    2.2063    2.2063    2.3195    2.3389    2.5458    2.5472    2.9664    3.3551    3.3660    3.7207    3.8853    4.2182    4.2205    4.3343    4.3343    4.3560    4.3560    4.8306    5.0639    5.0639    5.3706    5.3706    5.4518    5.5252    5.7881    5.7881    6.0087    6.2893    6.4884    7.9980    8.0558    8.2238    8.3293    8.3697    8.3697    9.5693    9.6951   10.4117   10.4117   10.7608   10.7608   11.1487   11.1487   11.7088   12.2636   12.2636   12.4310   12.4310
  0.0293  -56.5937  -56.5931  -56.5358  -56.5356  -56.5353  -56.5351  -56.4798  -56.4793  -33.0262  -33.0225  -33.0138  -33.0111  -33.0093  -32.9923  -32.9542  -32.9535  -32.9515  -32.9507  -32.9463  -32.9459  -32.9348  -32.9346  -32.8932  -32.8823  -32.5447  -32.5442  -32.5438  -32.5433  -32.5080  -32.5073  -32.4970  -32.4964  -14.3886  -14.3691  -14.3461  -14.3461  -14.3189   -9.1577   -7.6823   -5.3488   -5.2321   -4.8341   -4.7474   -4.5626   -4.5077   -4.3097   -3.1870   -2.9079   -2.8928   -2.4785   -2.2597   -2.2506   -1.7765   -1.6738   -1.6522   -1.2607   -1.1272   -1.1109   -0.9863   -0.7966   -0.6422   -0.5616   -0.4534   -0.3041   -0.2201   -0.2137   -0.1706   -0.1165   -0.1100    0.6919    1.4530    1.4544    1.5382    1.7789    1.7879    1.8207    1.8286    1.8555    1.8569    2.1699    2.2069    2.2104    2.3184    2.3378    2.5363    2.5459    2.9571    3.3516    3.3628    3.7229    3.8876    4.1075    4.2139    4.3269    4.3426    4.3554    4.4384    4.8396    5.0654    5.0815    5.3584    5.3824    5.4612    5.5345    5.7891    5.7916    6.0142    6.2891    6.4907    8.0047    8.0655    8.1760    8.3262    8.3409    8.3743    9.6285    9.6886   10.3972   10.4161   10.7622   10.7884   11.1466   11.1526   11.7213   12.1351   12.2574   12.2943   12.4300
  0.0586  -56.5934  -56.5928  -56.5361  -56.5356  -56.5353  -56.5348  -56.4801  -56.4796  -33.0251  -33.0213  -33.0124  -33.0096  -33.0088  -32.9919  -32.9545  -32.9520  -32.9518  -32.9485  -32.9466  -32.9449  -32.9351  -32.9342  -32.8935  -32.8825  -32.5473  -32.5467  -32.5436  -32.5431  -32.5094  -32.5088  -32.4982  -32.4975  -14.3885  -14.3691  -14.3462  -14.3461  -14.3189   -9.1477   -7.6751   -5.3864   -5.2206   -4.9210   -4.8391   -4.5678   -4.4974   -4.1041   -3.1961   -2.9041   -2.8450   -2.4728   -2.2890   -2.2529   -1.7680   -1.6684   -1.6464   -1.4045   -1.1363   -1.0951   -0.8606   -0.7925   -0.7263   -0.6364   -0.4473   -0.3138   -0.2277   -0.2022   -0.1276   -0.1016   -0.0115    0.6960    1.4521    1.4577    1.5763    1.7586    1.7944    1.7998    1.8310    1.8619    1.8672    2.1655    2.2085    2.2226    2.3149    2.3343    2.5066    2.5440    2.9301    3.3409    3.3532    3.7294    3.8946    3.9443    4.2011    4.3042    4.3050    4.3535    4.5750    4.8663    5.0701    5.1332    5.3222    5.4170    5.4886    5.5616    5.7922    5.8031    6.0304    6.2884    6.4977    8.0103    8.0201    8.1077    8.2414    8.3756    8.3882    9.6672    9.7806   10.3541   10.4291   10.7661   10.8646   11.1401   11.1640   11.7587   11.8686   12.0633   12.2391   12.4237
  0.0879  -56.5929  -56.5923  -56.5366  -56.5361  -56.5348  -56.5343  -56.4806  -56.4801  -33.0235  -33.0197  -33.0102  -33.0076  -33.0068  -32.9914  -32.9551  -32.9524  -32.9501  -32.9472  -32.9451  -32.9426  -32.9356  -32.9335  -32.8940  -32.8830  -32.5514  -32.5508  -32.5433  -32.5427  -32.5122  -32.5116  -32.4996  -32.4990  -14.3884  -14.3691  -14.3462  -14.3461  -14.3189   -9.1308   -7.6630   -5.4606   -5.2013   -5.0687   -4.8573   -4.5641   -4.4803   -3.8907   -3.2110   -2.8978   -2.7693   -2.4633   -2.3363   -2.2569   -1.7539   -1.6605   -1.6367   -1.5518   -1.1511   -1.0689   -0.8977   -0.7857   -0.7430   -0.6269   -0.4370   -0.3297   -0.2403   -0.1831   -0.1457   -0.0875    0.1502    0.7027    1.4505    1.4633    1.6351    1.7284    1.7652    1.8050    1.8350    1.8725    1.8843    2.1584    2.2111    2.2428    2.3091    2.3286    2.4588    2.5410    2.8883    3.3234    3.3374    3.7389    3.7704    3.9074    4.1804    4.2455    4.2693    4.3505    4.7051    4.9097    5.0782    5.2163    5.2634    5.4715    5.5315    5.6044    5.7987    5.8245    6.0572    6.2871    6.5100    7.7852    8.0055    8.1395    8.1886    8.4112    8.4326    9.6482    9.9668   10.2843   10.4502   10.7727   10.9695   11.1283   11.1827   11.5717   11.8135   11.8256   12.2085   12.3279
  0.1172  -56.5923  -56.5916  -56.5373  -56.5368  -56.5342  -56.5337  -56.4812  -56.4808  -33.0218  -33.0180  -33.0085  -33.0040  -33.0025  -32.9905  -32.9559  -32.9532  -32.9483  -32.9479  -32.9407  -32.9385  -32.9363  -32.9321  -32.8946  -32.8836  -32.5572  -32.5566  -32.5428  -32.5422  -32.5167  -32.5161  -32.5010  -32.5004  -14.3883  -14.3692  -14.3462  -14.3461  -14.3188   -9.1073   -7.6462   -5.5780   -5.1912   -5.1744   -4.8699   -4.5550   -4.4564   -3.6739   -3.2308   -2.8891   -2.6701   -2.4500   -2.3996   -2.2625   -1.7344   -1.7110   -1.6403   -1.6232   -1.1715   -1.0702   -1.0322   -0.7765   -0.6348   -0.6135   -0.4225   -0.3515   -0.2578   -0.1705   -0.1565   -0.0678    0.3079    0.7120    1.4479    1.4711    1.6616    1.7165    1.7409    1.8199    1.8407    1.8872    1.9080    2.1485    2.2145    2.2708    2.3009    2.3210    2.3956    2.5368    2.8353    3.2993    3.3155    3.5891    3.7498    3.9275    4.1530    4.1719    4.2210    4.3461    4.8263    4.9689    5.0906    5.1850    5.3270    5.5404    5.5868    5.6608    5.8116    5.8575    6.0939    6.2845    6.5282    7.5131    7.9938    8.0147    8.3005    8.4431    8.5110    9.6348   10.1554   10.1951   10.4786   10.7818   11.0276   11.1096   11.2104   11.3327   11.5707   11.9070   12.0334   12.1618
  0.1464  -56.5914  -56.5908  -56.5381  -56.5376  -56.5333  -56.5328  -56.4821  -56.4816  -33.0201  -33.0163  -33.0073  -32.9980  -32.9967  -32.9892  -32.9569  -32.9542  -32.9489  -32.9469  -32.9372  -32.9364  -32.9325  -32.9291  -32.8955  -32.8845  -32.5645  -32.5639  -32.5422  -32.5416  -32.5230  -32.5223  -32.5023  -32.5016  -14.3882  -14.3692  -14.3462  -14.3461  -14.3187   -9.0772   -7.6247   -5.7283   -5.2962   -5.1399   -4.8734   -4.5407   -4.4257   -3.4592   -3.2518   -2.8780   -2.5522   -2.4761   -2.4331   -2.2698   -1.8626   -1.7097   -1.6264   -1.6059   -1.2422   -1.1971   -0.9852   -0.7651   -0.5972   -0.5364   -0.4035   -0.3786   -0.2800   -0.2015   -0.1225   -0.0425    0.4589    0.7240    1.4442    1.4809    1.6109    1.6562    1.8370    1.8385    1.8483    1.9060    1.9381    2.1358    2.2179    2.2904    2.3062    2.3115    2.3202    2.5315    2.7749    3.2690    3.2876    3.4022    3.7600    3.9563    4.0886    4.1202    4.1616    4.3404    4.9380    5.0412    5.0907    5.1098    5.4614    5.6133    5.6497    5.7299    5.8387    5.9035    6.1399    6.2793    6.5533    7.2252    7.8684    7.9769    8.4372    8.4837    8.6094    9.6308   10.0749   10.3398   10.5135   10.7934   10.8340   11.0811   11.2436   11.3239   11.3511   11.7502   12.0443   12.0528
  0.1757  -56.5903  -56.5897  -56.5392  -56.5387  -56.5323  -56.5318  -56.4831  -56.4826  -33.0184  -33.0146  -33.0061  -32.9912  -32.9901  -32.9858  -32.9581  -32.9554  -32.9500  -32.9456  -32.9383  -32.9337  -32.9248  -32.9228  -32.8965  -32.8854  -32.5734  -32.5727  -32.5414  -32.5409  -32.5310  -32.5303  -32.5035  -32.5028  -14.3880  -14.3692  -14.3462  -14.3461  -14.3186   -9.0404   -7.5985   -5.8952   -5.3971   -5.0980   -4.8658   -4.5215   -4.3884   -3.3198   -3.2019   -2.8647   -2.5642   -2.4185   -2.4125   -2.2787   -2.0184   -1.6800   -1.6064   -1.5848   -1.4128   -1.2277   -0.9281   -0.7518   -0.5771   -0.4520   -0.4086   -0.3799   -0.3067   -0.2376   -0.0813   -0.0117    0.6007    0.7386    1.4390    1.4929    1.5442    1.5833    1.8550    1.8637    1.9286    1.9555    1.9744    2.1201    2.2101    2.2468    2.2778    2.3004    2.3486    2.5250    2.7106    3.2086    3.2329    3.2564    3.7677    3.9903    4.0051    4.0839    4.0925    4.3332    4.9844    5.0400    5.1080    5.1544    5.6159    5.6724    5.7152    5.8122    5.8955    5.9632    6.1945    6.2682    6.5864    6.9349    7.7052    7.9555    8.5327    8.5940    8.7263    9.6362    9.9437   10.4157   10.5536   10.6223   10.8069   11.0375   11.0786   11.2584   11.3499   11.6287   11.8654   11.9052
  0.2050  -56.5891  -56.5885  -56.5404  -56.5399  -56.5311  -56.5307  -56.4843  -56.4838  -33.0166  -33.0129  -33.0047  -32.9886  -32.9807  -32.9776  -32.9595  -32.9568  -32.9514  -32.9443  -32.9395  -32.9320  -32.9157  -32.9141  -32.8976  -32.8866  -32.5837  -32.5829  -32.5405  -32.5404  -32.5400  -32.5398  -32.5047  -32.5040  -14.3878  -14.3693  -14.3463  -14.3461  -14.3185   -8.9970   -7.5680   -6.0680   -5.5004   -5.0486   -4.8476   -4.4976   -4.3443   -3.3405   -2.9980   -2.8491   -2.6595   -2.3887   -2.2894   -2.2737   -2.1752   -1.6456   -1.5827   -1.5813   -1.5600   -1.2628   -0.8609   -0.7370   -0.5541   -0.4512   -0.3741   -0.3518   -0.3375   -0.2754   -0.0333    0.0246    0.7311    0.7558    1.4319    1.4679    1.4992    1.5068    1.8657    1.8903    1.9547    2.0165    2.0873    2.0989    2.1345    2.2372    2.2632    2.2878    2.3978    2.5175    2.6453    3.0147    3.1915    3.2173    3.7704    3.9115    4.0155    4.0453    4.0463    4.3245    4.8695    5.1324    5.1445    5.2497    5.7065    5.7791    5.7875    5.9072    5.9907    6.0373    6.2384    6.2568    6.6286    6.6616    7.5297    7.9295    8.5897    8.7668    8.8605    9.6454    9.7987   10.1681   10.5977   10.7023   10.8207   10.8354   10.9707   11.0567   11.3384   11.6371   11.6803   11.7701
  0.2343  -56.5877  -56.5871  -56.5418  -56.5413  -56.5298  -56.5293  -56.4856  -56.4852  -33.0148  -33.0112  -33.0032  -32.9870  -32.9698  -32.9670  -32.9612  -32.9584  -32.9529  -32.9429  -32.9409  -32.9305  -32.9053  -32.9038  -32.8990  -32.8879  -32.5954  -32.5946  -32.5513  -32.5506  -32.5395  -32.5390  -32.5059  -32.5052  -14.3876  -14.3693  -14.3463  -14.3461  -14.3184   -8.9472   -7.5331   -6.2411   -5.6071   -4.9921   -4.8201   -4.4692   -4.2938   -3.3802   -2.8315   -2.8022   -2.7403   -2.3645   -2.3292   -2.3019   -2.1196   -1.7471   -1.6067   -1.5555   -1.5316   -1.3018   -0.7837   -0.7213   -0.5282   -0.4914   -0.3727   -0.3496   -0.3184   -0.2821    0.0215    0.0663    0.7756    0.8475    1.3828    1.4060    1.4224    1.5225    1.8773    1.9214    1.9809    2.0300    2.0641    2.0868    2.2281    2.2430    2.2471    2.2736    2.4532    2.5088    2.5812    2.8184    3.1453    3.1744    3.7578    3.8376    3.9320    4.0099    4.1047    4.3141    4.7488    5.1803    5.2152    5.3656    5.7233    5.8394    5.9737    6.0114    6.1148    6.1265    6.1405    6.3260    6.4615    6.6815    7.3461    7.8991    8.6543    8.9515    9.0119    9.5947    9.6809    9.8928   10.5946   10.6447   10.6991   10.8155   10.8854   10.8930   11.3510   11.3789   11.5034   11.7928
  0.2636  -56.5862  -56.5856  -56.5434  -56.5429  -56.5283  -56.5278  -56.4871  -56.4867  -33.0128  -33.0092  -33.0015  -32.9853  -32.9629  -32.9601  -32.9576  -32.9549  -32.9547  -32.9425  -32.9413  -32.9289  -32.9004  -32.8936  -32.8922  -32.8893  -32.6083  -32.6075  -32.5634  -32.5627  -32.5384  -32.5379  -32.5071  -32.5065  -14.3874  -14.3693  -14.3463  -14.3460  -14.3183   -8.8909   -7.4945   -6.4116   -5.7165   -4.9284   -4.7846   -4.4366   -4.2367   -3.4258   -2.8758   -2.8121   -2.5570   -2.4913   -2.3288   -2.3163   -1.9585   -1.9099   -1.5636   -1.5252   -1.4996   -1.3442   -0.7054   -0.6969   -0.5359   -0.5001   -0.4112   -0.3903   -0.2803   -0.2378    0.0824    0.1133    0.7978    0.9475    1.2851    1.3095    1.4103    1.5399    1.8900    1.9183    1.9563    2.0197    2.0642    2.1170    2.2297    2.2505    2.2581    2.3744    2.4984    2.5146    2.5202    2.6232    3.0948    3.1274    3.7038    3.8066    3.8434    3.9770    4.1740    4.3020    4.6245    5.2235    5.2888    5.4918    5.7317    5.8821    5.9339    6.1295    6.1721    6.2312    6.2572    6.3876    6.4011    6.7464    7.1580    7.8642    8.7261    9.1407    9.1837    9.3855    9.5550    9.7817   10.3563   10.4284   10.6834   10.6938   10.8759   10.9774   11.0552   11.3368   11.4197   11.6105
